id,name,length,width,weight,price,unit,available,image
VL-1,ВЛ-1,100,42.4,14,1540,1 шт,✅,images/vdl/vdl-mini.png
VL-1.1,ВЛ-1.1,110,42.4,15,1690,1 шт,✅,images/vdl/vdl-mini.png
VL-1.2,ВЛ-1.2,120,42.4,16,1830,1 шт,✅,images/vdl/vdl-mini.png
VL-1.3,ВЛ-1.3,130,42.4,17,1985,1 шт,✅,images/vdl/vdl-mini.png
VL-1.4,ВЛ-1.4,140,42.4,18,2155,1 шт,✅,images/vdl/vdl-mini.png
VL-1.5,ВЛ-1.5,150,42.4,19,2305,1 шт,✅,images/vdl/vdl-mini.png
VL-1.6,ВЛ-1.6,160,42.4,20,2455,1 шт,✅,images/vdl/vdl-mini.png
VL-1.7,ВЛ-1.7,170,42.4,21,2610,1 шт,✅,images/vdl/vdl-mini.png
VL-1.8,ВЛ-1.8,180,42.4,22,2765,1 шт,✅,images/vdl/vdl-mini.png
VL-1.9,ВЛ-1.9,190,42.4,23,2915,1 шт,✅,images/vdl/vdl-mini.png
VL-2,ВЛ-2,200,42.4,27,3070,1 шт,✅,images/vdl/vdl-mini.png
VL-2.1,ВЛ-2.1,210,42.4,28,3235,1 шт,✅,images/vdl/vdl-mini.png
VL-2.2,ВЛ-2.2,220,42.4,29,3375,1 шт,✅,images/vdl/vdl-mini.png
VL-2.3,ВЛ-2.3,230,42.4,30,3535,1 шт,✅,images/vdl/vdl-mini.png
VL-2.4,ВЛ-2.4,240,42.4,31,3675,1 шт,✅,images/vdl/vdl-mini.png
VL-2.5,ВЛ-2.5,250,42.4,34,3830,1 шт,✅,images/vdl/vdl-mini.png
VL-2.6,ВЛ-2.6,260,42.4,35,3995,1 шт,✅,images/vdl/vdl-mini.png
VL-2.7,ВЛ-2.7,270,42.4,36,4135,1 шт,✅,images/vdl/vdl-mini.png
VL-2.8,ВЛ-2.8,280,42.4,37,4290,1 шт,✅,images/vdl/vdl-mini.png
VL-2.9,ВЛ-2.9,290,42.4,38,4430,1 шт,✅,images/vdl/vdl-mini.png
VL-3,ВЛ-3,300,42.4,39,4590,1 шт,✅,images/vdl/vdl-mini.png
VL-3.1,ВЛ-3.1,310,42.4,40,4730,1 шт,✅,images/vdl/vdl-mini.png
VL-3.2,ВЛ-3.2,320,42.4,41,4900,1 шт,✅,images/vdl/vdl-mini.png
VL-3.3,ВЛ-3.3,330,42.4,42,5045,1 шт,✅,images/vdl/vdl-mini.png
VL-3.4,ВЛ-3.4,340,42.4,43,5205,1 шт,✅,images/vdl/vdl-mini.png
VL-3.5,ВЛ-3.5,350,42.4,45,5345,1 шт,✅,images/vdl/vdl-mini.png
VL-3.6,ВЛ-3.6,360,42.4,46,5490,1 шт,✅,images/vdl/vdl-mini.png
VL-3.7,ВЛ-3.7,370,42.4,48,5650,1 шт,✅,images/vdl/vdl-mini.png
VL-3.8,ВЛ-3.8,380,42.4,49,5805,1 шт,✅,images/vdl/vdl-mini.png
VL-3.9,ВЛ-3.9,390,42.4,50,5955,1 шт,✅,images/vdl/vdl-mini.png
VL-4,ВЛ-4,400,42.4,51,6110,1 шт,✅,images/vdl/vdl-mini.png
VL-4.1,ВЛ-4.1,410,42.4,52,6255,1 шт,✅,images/vdl/vdl-mini.png
VL-4.2,ВЛ-4.2,420,42.4,53,6415,1 шт,✅,images/vdl/vdl-mini.png
VL-4.3,ВЛ-4.3,430,42.4,54,6570,1 шт,✅,images/vdl/vdl-mini.png
VL-4.4,ВЛ-4.4,440,42.4,55,6710,1 шт,✅,images/vdl/vdl-mini.png
VL-4.5,ВЛ-4.5,450,42.4,57,6875,1 шт,✅,images/vdl/vdl-mini.png
VL-4.6,ВЛ-4.6,460,42.4,58,7030,1 шт,✅,images/vdl/vdl-mini.png
VL-4.7,ВЛ-4.7,470,42.4,59,7170,1 шт,✅,images/vdl/vdl-mini.png
VL-4.8,ВЛ-4.8,480,42.4,60,7320,1 шт,✅,images/vdl/vdl-mini.png
VL-4.9,ВЛ-4.9,490,42.4,61,7485,1 шт,✅,images/vdl/vdl-mini.png
VL-5,ВЛ-5,500,42.4,64,7635,1 шт,✅,images/vdl/vdl-mini.png
VL-5.1,ВЛ-5.1,510,42.4,65,7775,1 шт,✅,images/vdl/vdl-mini.png
VL-5.2,ВЛ-5.2,520,42.4,66,7920,1 шт,✅,images/vdl/vdl-mini.png
VL-5.3,ВЛ-5.3,530,42.4,67,8075,1 шт,✅,images/vdl/vdl-mini.png
VL-5.4,ВЛ-5.4,540,42.4,68,8225,1 шт,✅,images/vdl/vdl-mini.png
VL-5.5,ВЛ-5.5,550,42.4,71,8385,1 шт,✅,images/vdl/vdl-mini.png
VL-5.6,ВЛ-5.6,560,42.4,72,8540,1 шт,✅,images/vdl/vdl-mini.png
VL-5.7,ВЛ-5.7,570,42.4,73,8685,1 шт,✅,images/vdl/vdl-mini.png
VL-5.8,ВЛ-5.8,580,42.4,74,8835,1 шт,✅,images/vdl/vdl-mini.png
VL-5.9,ВЛ-5.9,590,42.4,75,8995,1 шт,✅,images/vdl/vdl-mini.png
VL-6,ВЛ-6,600,42.4,77,9135,1 шт,✅,images/vdl/vdl-mini.png
VL-6.1,ВЛ-6.1,610,42.4,78,9295,1 шт,✅,images/vdl/vdl-mini.png
VL-6.2,ВЛ-6.2,620,42.4,79,9445,1 шт,✅,images/vdl/vdl-mini.png
VL-6.3,ВЛ-6.3,630,42.4,80,9595,1 шт,✅,images/vdl/vdl-mini.png
VL-6.4,ВЛ-6.4,640,42.4,81,9760,1 шт,✅,images/vdl/vdl-mini.png
VL-6.5,ВЛ-6.5,650,42.4,82,9910,1 шт,✅,images/vdl/vdl-mini.png
VL-6.6,ВЛ-6.6,660,42.4,83,10055,1 шт,✅,images/vdl/vdl-mini.png
VL-6.7,ВЛ-6.7,670,42.4,84,10215,1 шт,✅,images/vdl/vdl-mini.png
VL-6.8,ВЛ-6.8,680,42.4,85,10360,1 шт,✅,images/vdl/vdl-mini.png
VL-6.9,ВЛ-6.9,690,42.4,86,10520,1 шт,✅,images/vdl/vdl-mini.png
VL-7,ВЛ-7,700,42.4,89,10665,1 шт,✅,images/vdl/vdl-mini.png
VL-7.1,ВЛ-7.1,710,42.4,90,10810,1 шт,✅,images/vdl/vdl-mini.png
VL-7.2,ВЛ-7.2,720,42.4,91,10970,1 шт,✅,images/vdl/vdl-mini.png
VL-7.3,ВЛ-7.3,730,42.4,92,11115,1 шт,✅,images/vdl/vdl-mini.png
VL-7.4,ВЛ-7.4,740,42.4,93,11275,1 шт,✅,images/vdl/vdl-mini.png
VL-7.5,ВЛ-7.5,750,42.4,94,11425,1 шт,✅,images/vdl/vdl-mini.png
VL-7.6,ВЛ-7.6,760,42.4,95,11580,1 шт,✅,images/vdl/vdl-mini.png
VL-7.7,ВЛ-7.7,770,42.4,96,11720,1 шт,✅,images/vdl/vdl-mini.png
VL-7.8,ВЛ-7.8,780,42.4,97,11875,1 шт,✅,images/vdl/vdl-mini.png
VL-7.9,ВЛ-7.9,790,42.4,98,12025,1 шт,✅,images/vdl/vdl-mini.png
VL-8,ВЛ-8,800,42.4,100,12180,1 шт,✅,images/vdl/vdl-mini.png
VL-8.1,ВЛ-8.1,810,42.4,101,12325,1 шт,✅,images/vdl/vdl-mini.png
VL-8.2,ВЛ-8.2,820,42.4,102,12470,1 шт,✅,images/vdl/vdl-mini.png
VL-8.3,ВЛ-8.3,830,42.4,103,12640,1 шт,✅,images/vdl/vdl-mini.png
VL-8.4,ВЛ-8.4,840,42.4,104,12780,1 шт,✅,images/vdl/vdl-mini.png
VL-8.5,ВЛ-8.5,850,42.4,105,12945,1 шт,✅,images/vdl/vdl-mini.png
VL-8.6,ВЛ-8.6,860,42.4,106,13095,1 шт,✅,images/vdl/vdl-mini.png
VL-8.7,ВЛ-8.7,870,42.4,107,13245,1 шт,✅,images/vdl/vdl-mini.png
VL-8.8,ВЛ-8.8,880,42.4,108,13400,1 шт,✅,images/vdl/vdl-mini.png
VL-8.9,ВЛ-8.9,890,42.4,109,13545,1 шт,✅,images/vdl/vdl-mini.png
VL-9,ВЛ-9,900,42.4,112,13695,1 шт,✅,images/vdl/vdl-mini.png
VL-9.1,ВЛ-9.1,910,42.4,113,13845,1 шт,✅,images/vdl/vdl-mini.png
VL-9.2,ВЛ-9.2,920,42.4,114,14005,1 шт,✅,images/vdl/vdl-mini.png
VL-9.3,ВЛ-9.3,930,42.4,115,14155,1 шт,✅,images/vdl/vdl-mini.png
VL-9.4,ВЛ-9.4,940,42.4,116,14305,1 шт,✅,images/vdl/vdl-mini.png
VL-9.5,ВЛ-9.5,950,42.4,117,14465,1 шт,✅,images/vdl/vdl-mini.png
VL-9.6,ВЛ-9.6,960,42.4,118,14615,1 шт,✅,images/vdl/vdl-mini.png
VL-9.7,ВЛ-9.7,970,42.4,119,14760,1 шт,✅,images/vdl/vdl-mini.png
VL-9.8,ВЛ-9.8,980,42.4,120,14915,1 шт,✅,images/vdl/vdl-mini.png
VL-9.9,ВЛ-9.9,990,42.4,121,15060,1 шт,✅,images/vdl/vdl-mini.png
VL-10,ВЛ-10,1000,42.4,124,15220,1 шт,✅,images/vdl/vdl-mini.png
VL-10.1,ВЛ-10.1,1010,42.4,125,15375,1 шт,✅,images/vdl/vdl-mini.png
VL-10.2,ВЛ-10.2,1020,42.4,126,15525,1 шт,✅,images/vdl/vdl-mini.png
VL-10.3,ВЛ-10.3,1030,42.4,127,15665,1 шт,✅,images/vdl/vdl-mini.png
VL-10.4,ВЛ-10.4,1040,42.4,128,15820,1 шт,✅,images/vdl/vdl-mini.png
VL-10.5,ВЛ-10.5,1050,42.4,129,15975,1 шт,✅,images/vdl/vdl-mini.png
VL-10.6,ВЛ-10.6,1060,42.4,130,16115,1 шт,✅,images/vdl/vdl-mini.png
VL-10.7,ВЛ-10.7,1070,42.4,131,16290,1 шт,✅,images/vdl/vdl-mini.png
VL-10.8,ВЛ-10.8,1080,42.4,132,16430,1 шт,✅,images/vdl/vdl-mini.png
VL-10.9,ВЛ-10.9,1090,42.4,133,16580,1 шт,✅,images/vdl/vdl-mini.png
VL-11,ВЛ-11,1100,42.4,135,16730,1 шт,✅,images/vdl/vdl-mini.png
VL-11.1,ВЛ-11.1,1110,42.4,136,16880,1 шт,✅,images/vdl/vdl-mini.png
VL-11.2,ВЛ-11.2,1120,42.4,137,17040,1 шт,✅,images/vdl/vdl-mini.png
VL-11.3,ВЛ-11.3,1130,42.4,138,17190,1 шт,✅,images/vdl/vdl-mini.png
VL-11.4,ВЛ-11.4,1140,42.4,139,17345,1 шт,✅,images/vdl/vdl-mini.png
VL-11.5,ВЛ-11.5,1150,42.4,140,17490,1 шт,✅,images/vdl/vdl-mini.png
VL-11.6,ВЛ-11.6,1160,42.4,141,17640,1 шт,✅,images/vdl/vdl-mini.png
VL-11.7,ВЛ-11.7,1170,42.4,142,17795,1 шт,✅,images/vdl/vdl-mini.png